name_id;Finishing;ShortPassing;LongPassing;BallControl;Dribbling;Acceleration;SprintSpeed;Agility;Balance;ShotPower;Jumping;Stamina;Aggression;Interceptions;Vision;GKHandling;GKKicking;GKReflexes
9050;42;60;53;50;49;60;63;42;55;63;61;71;73;66;55;8;8;13
9051;17;30;26;31;16;55;47;31;57;33;66;36;19;26;31;65;63;66
9052;20;29;25;23;15;35;41;30;42;23;60;41;24;20;13;62;62;71
9053;66;64;56;63;63;79;78;69;74;74;47;67;69;18;59;10;12;14
9054;30;60;56;64;49;49;57;52;48;46;51;59;59;68;53;9;8;9
9055;8;19;17;15;14;19;26;29;28;26;48;23;19;9;21;68;67;73
9056;11;62;48;62;57;59;73;67;62;17;64;82;69;55;52;9;11;10
9057;30;61;57;54;43;63;53;59;64;54;58;74;61;60;43;9;10;9
9058;26;59;25;63;51;71;72;58;53;57;62;64;59;62;35;11;11;5
9059;56;61;57;65;64;73;71;74;73;60;74;92;56;59;65;8;16;16
9060;9;26;30;16;13;35;42;50;50;25;68;42;27;13;35;68;53;65
9061;32;54;43;53;48;68;66;70;72;28;70;74;76;62;32;8;10;7
9062;62;63;55;70;77;76;71;87;92;56;55;54;48;30;60;12;15;6
9063;68;65;49;63;61;38;47;64;67;67;72;32;58;30;67;14;8;12
9064;31;49;44;50;48;60;69;50;59;60;67;60;67;63;36;12;10;7
9065;40;51;43;49;41;58;60;65;59;44;77;71;65;57;41;16;8;15
9066;34;55;65;59;65;47;58;38;39;57;69;69;69;63;26;12;8;13
9067;39;66;57;67;68;73;66;74;69;49;60;69;69;63;57;6;14;16
9068;25;58;43;64;54;74;74;72;70;39;57;63;64;64;33;8;6;14
9069;52;63;63;64;62;71;69;68;69;61;82;82;82;67;56;16;7;15
9070;61;64;58;54;60;73;69;68;81;34;60;69;59;64;43;9;7;16
9071;21;61;37;49;30;32;45;39;27;23;66;55;70;62;45;12;13;6
9072;66;69;67;68;63;39;52;32;55;65;51;52;58;61;68;14;9;13
9073;62;61;54;70;68;79;77;79;80;61;31;54;38;25;57;12;8;8
9074;69;66;41;64;64;72;74;71;69;62;75;74;53;30;53;14;7;5
9075;51;69;64;70;67;64;62;65;70;62;65;66;57;64;62;9;13;6
9076;63;69;63;68;60;71;64;71;71;57;74;71;54;51;67;9;14;13
9077;25;61;66;49;44;32;46;51;47;42;83;67;62;61;41;11;14;15
9078;70;64;59;63;74;72;71;62;79;64;56;66;56;41;61;10;11;16
9079;57;67;64;66;67;75;79;78;78;53;45;69;44;42;54;15;5;10
9080;59;72;68;61;62;66;66;57;72;48;57;67;58;41;62;5;9;9
9081;42;65;58;63;57;71;66;72;76;68;80;89;70;62;58;14;12;10
9082;70;54;48;60;56;69;71;75;69;65;86;75;41;26;55;7;12;9
9083;50;63;62;66;72;77;77;91;82;69;76;76;67;58;57;8;12;11
9084;61;70;64;62;64;68;66;71;68;60;77;71;66;59;70;10;15;15
9085;26;62;60;52;41;55;64;38;54;42;76;69;58;62;36;8;7;9
9086;65;64;57;65;68;78;75;74;72;65;35;75;72;46;52;8;11;13
9087;10;30;34;20;13;40;49;35;51;18;54;36;20;21;42;64;61;70
9088;26;59;40;55;47;58;62;42;58;57;74;64;66;62;29;16;10;9
9089;61;59;57;70;71;81;81;81;80;63;35;65;60;25;56;7;10;8
9090;51;65;60;67;69;73;69;73;80;50;67;71;75;65;59;13;13;8
9091;65;63;60;67;66;75;80;70;70;75;68;61;58;22;58;9;15;14
9092;42;60;66;64;63;73;72;81;71;58;73;74;86;65;51;11;15;14
9093;38;55;36;58;61;77;81;79;70;29;58;64;63;61;42;15;9;10
9094;29;66;64;65;61;57;66;62;61;63;58;74;65;63;61;12;12;8
9095;43;62;64;63;57;49;63;34;51;66;59;68;56;73;65;10;7;15
9096;52;64;61;61;63;69;75;74;79;67;77;82;74;62;68;8;6;11
9097;52;59;57;63;55;55;70;66;70;67;64;72;48;59;56;6;9;10
9098;56;60;53;67;68;85;87;73;79;55;62;70;61;32;60;14;7;13
9099;38;70;65;66;59;64;64;71;72;63;61;66;70;59;55;11;9;13
9100;60;70;66;66;68;66;65;55;85;59;56;55;39;22;68;10;10;7
9101;48;67;64;69;66;90;91;89;82;64;92;90;81;62;60;15;8;11
9102;27;59;55;60;60;75;77;64;65;37;71;71;62;57;53;14;12;8
9103;62;65;41;66;64;61;67;63;57;64;67;55;36;26;48;12;11;13
9104;66;52;38;64;67;85;87;86;78;70;75;50;56;25;41;10;7;9
9105;65;64;62;68;67;68;71;72;71;61;71;79;58;64;64;7;11;13
9106;10;35;42;21;16;29;31;39;28;42;33;18;19;14;48;65;57;69
9107;31;72;66;63;52;70;71;63;59;72;55;68;71;65;60;9;12;9
9108;26;37;35;46;31;51;32;34;35;36;72;55;67;64;39;13;14;11
9109;65;61;52;64;77;88;91;78;81;62;47;51;41;23;44;7;7;9
9110;23;65;66;64;48;64;67;63;63;50;78;66;60;61;58;10;6;12
9111;48;61;57;65;62;71;73;64;63;75;67;73;73;72;46;10;13;11
9112;29;62;61;50;45;40;39;42;54;57;47;50;67;69;53;10;15;13
9113;61;71;62;65;64;81;72;57;57;75;80;72;71;60;59;9;10;15
9114;31;64;64;58;63;76;75;66;68;38;70;70;72;65;58;11;12;6
9115;32;62;54;62;64;74;70;63;70;65;64;64;60;66;48;13;15;8
9116;67;44;32;72;74;78;77;81;82;52;62;67;52;35;42;8;18;7
9117;11;23;22;19;15;33;35;33;34;24;76;42;40;16;17;65;57;66
9118;12;23;24;23;13;40;37;50;35;40;58;34;40;24;30;64;72;62
9119;57;62;59;67;66;75;76;75;77;59;68;69;60;59;60;6;7;9
9120;38;67;60;64;62;60;63;62;67;56;38;69;65;67;54;6;9;13
9121;51;67;57;73;76;83;79;85;79;60;56;58;49;26;60;14;9;9
9122;40;58;57;57;61;64;68;66;76;55;81;75;64;65;58;13;9;15
9123;49;67;61;64;65;65;68;66;63;61;65;71;68;58;67;10;13;10
9124;45;70;68;70;64;58;60;67;63;51;71;79;53;54;62;10;10;6
9125;38;62;58;54;47;54;56;56;56;62;62;81;78;71;51;8;7;10
9126;51;67;59;54;65;78;77;82;74;62;58;90;74;57;60;12;12;15
9127;32;59;59;61;58;68;65;55;44;58;73;60;61;65;41;7;9;12
9128;13;53;42;55;47;27;35;67;58;35;71;62;73;64;49;12;11;7
9129;55;73;68;74;70;67;68;75;94;65;56;69;40;35;64;13;13;9
9130;47;70;66;68;63;70;73;64;62;60;62;74;63;62;64;6;6;10
9131;57;71;61;65;58;66;63;78;81;61;73;81;52;62;62;16;10;7
9132;38;59;57;44;36;55;71;52;62;53;70;64;65;59;30;12;6;14
9133;67;62;46;65;66;77;80;70;68;66;75;76;46;49;62;6;12;11
9134;67;64;49;66;63;54;53;66;56;64;55;63;51;27;58;7;13;13
9135;63;66;63;64;67;63;63;76;67;61;76;66;64;59;66;8;5;9
9136;7;19;18;12;12;48;46;44;35;19;62;16;17;11;35;62;61;69
9137;47;53;52;56;38;33;34;37;58;68;36;67;73;69;45;8;13;6
9138;59;66;65;66;60;63;60;72;73;67;73;78;66;58;65;13;7;16
9139;7;19;28;20;25;42;44;42;53;23;71;37;38;16;37;66;61;70
9140;68;55;55;54;57;62;55;64;63;69;70;71;58;58;46;14;9;10
9141;64;62;37;71;72;66;66;65;67;63;73;65;45;25;66;14;7;9
9142;63;62;57;68;69;78;73;86;86;70;76;71;48;29;63;10;11;7
9143;20;70;52;61;49;73;73;63;74;41;58;63;51;58;37;7;14;7
9144;60;63;44;63;69;85;84;72;65;64;64;67;41;28;60;11;9;15
9145;31;62;54;62;53;71;72;60;53;43;70;64;56;59;43;5;11;8
9146;12;36;33;30;8;45;53;65;66;40;71;40;43;23;23;65;63;63
9147;71;64;42;67;64;55;54;58;60;65;71;55;46;25;55;10;7;12
9148;52;65;63;66;63;70;66;75;73;68;64;71;53;55;68;11;8;10
9149;63;69;69;67;65;68;66;78;75;67;68;71;63;50;67;8;12;6
9150;66;67;62;63;61;70;62;63;61;62;55;53;43;57;74;10;13;17
9151;44;68;63;65;62;47;53;70;67;62;77;63;75;66;61;16;11;12
9152;44;74;71;72;65;31;53;58;59;69;53;30;66;64;73;6;7;10
9153;25;51;44;42;32;57;63;52;67;60;70;59;63;63;22;15;8;10
9154;35;44;50;48;37;49;50;50;57;75;86;43;72;72;46;11;14;15
9155;68;63;60;67;60;73;78;74;58;59;62;72;39;33;62;7;6;8
9156;25;46;39;46;25;57;61;50;66;42;74;77;62;70;37;8;9;10
9157;53;60;46;65;59;61;66;52;49;69;62;76;71;62;57;6;10;8
9158;54;61;59;59;61;73;76;74;67;59;72;72;69;65;59;7;12;7
9159;29;58;63;57;50;63;69;67;63;28;81;80;70;64;35;13;13;10
9160;39;69;66;65;62;67;64;65;71;55;72;70;62;60;61;5;10;7
9161;56;71;66;66;60;62;69;68;58;58;68;90;78;64;57;8;6;11
9162;35;64;57;62;58;78;79;72;76;55;90;70;81;63;52;5;6;10
9163;58;69;62;69;64;64;63;70;69;67;57;73;63;62;63;11;10;12
9164;11;31;22;21;14;36;38;39;42;19;65;24;31;12;30;63;64;69
9165;51;64;50;68;71;79;75;79;76;51;69;65;39;24;63;12;10;16
9166;47;65;56;65;63;80;82;74;74;49;82;84;66;60;45;13;7;9
9167;24;64;58;64;60;79;70;72;74;53;76;78;60;70;50;13;8;10
9168;66;61;42;62;63;83;81;69;59;72;73;73;73;22;58;12;11;12
9169;63;59;44;67;66;74;66;73;67;67;67;67;69;18;52;12;14;14
9170;60;75;69;75;63;64;56;81;82;73;67;59;54;54;62;13;15;15
9171;61;59;40;62;63;85;79;68;68;60;62;77;33;18;62;11;10;14
9172;49;66;65;66;65;82;83;77;77;69;82;46;58;48;68;7;13;7
9173;67;63;49;66;65;53;54;69;73;65;84;55;67;36;60;15;14;6
9174;12;33;36;24;15;31;28;55;52;25;44;30;40;26;43;66;65;68
9175;37;63;62;63;64;74;74;71;68;60;67;74;51;60;60;7;6;13
9176;50;64;57;65;67;72;70;71;71;43;68;72;65;67;55;13;13;13
9177;34;69;53;68;67;75;74;82;80;65;63;59;41;27;70;11;7;8
9178;63;62;55;66;69;76;78;80;64;53;52;69;45;43;56;10;10;8
9179;59;70;65;69;64;53;54;60;60;63;53;66;46;42;73;16;11;16
9180;24;57;53;44;48;36;48;56;35;30;79;74;70;60;29;8;14;9
9181;24;66;62;59;55;60;62;54;54;32;53;57;60;65;47;11;6;8
9182;58;70;68;66;68;68;67;65;61;68;54;63;40;63;65;8;13;12
9183;43;65;63;63;65;70;70;68;66;66;68;74;44;64;55;9;12;9
9184;70;51;36;66;59;79;75;69;65;60;90;79;41;14;51;13;15;7
9185;61;62;56;62;68;77;81;79;77;70;75;59;43;20;64;11;8;7
9186;33;61;56;64;59;71;78;50;56;55;75;75;65;64;40;13;11;10
9187;61;69;67;66;63;66;66;68;64;75;82;70;54;60;68;14;15;15
9188;63;64;59;65;64;85;85;74;68;70;85;85;70;22;59;15;12;12
9189;57;65;62;70;58;72;71;54;62;69;61;77;56;43;72;14;7;10
9190;57;63;64;68;69;82;83;83;82;69;55;73;39;22;61;8;16;8
9191;56;67;56;66;68;75;71;78;79;71;54;61;53;27;66;12;11;9
9192;49;62;63;60;55;62;68;66;73;56;86;85;77;68;53;14;10;10
9193;40;62;54;65;67;78;76;73;75;30;64;73;66;62;50;13;15;13
9194;9;21;16;11;9;33;26;29;24;17;32;20;22;8;23;65;60;64
9195;57;67;57;69;68;75;78;72;72;65;51;67;41;25;58;8;7;6
9196;35;66;62;60;55;62;63;60;64;39;72;74;64;61;30;8;11;11
9197;25;59;54;57;53;83;85;79;69;67;78;77;67;61;38;16;11;11
9198;50;64;68;67;68;75;73;80;86;35;75;67;72;61;62;15;15;9
9199;18;57;54;58;56;51;53;54;57;51;78;66;74;65;49;9;13;9
9200;55;73;69;69;68;79;85;81;66;56;58;57;54;51;69;13;11;7
9201;30;49;45;43;39;64;54;52;40;45;63;65;69;71;30;8;13;7
9202;39;67;63;63;61;69;66;63;73;71;64;63;72;64;57;10;15;11
9203;12;15;28;14;15;53;32;41;44;22;69;32;35;19;30;64;55;70
9204;62;63;60;62;64;78;78;73;68;62;59;70;48;42;64;1;1;1
9205;52;70;65;73;66;74;59;75;92;54;81;83;77;56;61;14;12;6
9206;38;40;55;43;40;60;64;57;66;50;72;66;69;67;37;12;12;10
9207;58;65;61;65;66;70;61;69;87;61;67;72;42;44;66;8;10;7
9208;65;55;34;66;66;65;72;89;94;70;93;65;68;25;72;1;1;1
9209;19;55;48;52;50;52;74;41;51;64;83;82;60;66;33;6;15;14
9210;57;63;59;62;61;87;78;65;71;58;65;90;63;48;60;10;14;12
9211;28;64;63;47;46;78;80;46;53;42;84;65;53;60;44;11;6;8
9212;16;28;21;16;16;51;48;39;50;24;65;35;41;18;59;64;67;68
9213;67;49;38;67;55;67;61;68;60;66;66;54;45;10;51;6;9;12
9214;50;73;53;75;65;65;58;70;73;71;70;61;60;70;59;16;13;9
9215;34;62;53;57;27;54;53;56;65;58;65;64;78;62;61;7;10;14
9216;67;52;31;62;57;77;76;68;76;62;81;77;45;35;41;6;9;12
9217;33;52;51;43;33;37;48;33;33;49;71;56;71;65;31;9;16;10
9218;58;67;65;66;60;64;60;66;70;69;64;74;60;59;66;1;1;1
9219;50;65;63;68;67;64;54;61;55;68;57;62;66;65;64;9;7;12
9220;59;55;43;59;68;85;87;90;79;72;81;69;50;18;50;10;13;15
9221;30;56;52;50;43;51;59;53;41;64;42;62;60;64;44;9;9;6
9222;27;61;62;60;43;43;47;53;55;53;67;64;65;61;37;8;12;6
9223;24;55;56;48;35;59;62;52;55;66;76;60;69;66;45;9;8;7
9224;26;63;61;57;53;72;74;65;64;57;67;70;74;62;61;8;11;8
9225;54;64;54;64;67;74;68;80;70;68;67;67;61;54;68;10;16;10
9226;34;62;63;53;47;38;34;52;47;57;84;65;72;67;56;8;6;12
9227;32;63;50;50;40;51;54;58;56;52;52;59;68;57;45;15;8;15
9228;24;64;52;47;37;34;31;45;36;58;69;72;70;66;48;14;13;10
9229;67;65;62;70;66;65;60;72;60;68;62;60;67;38;71;16;12;10
9230;40;63;59;64;54;75;67;82;83;41;91;86;63;65;39;7;12;7
9231;58;67;62;68;73;78;76;77;78;64;58;64;65;65;54;8;14;10
9232;64;59;34;65;66;82;85;79;72;61;62;66;54;18;53;7;7;8
9233;12;25;24;22;11;49;40;37;44;18;51;32;17;27;22;64;63;69
9234;35;63;56;63;47;76;79;64;72;64;73;83;57;62;45;14;11;12
9235;65;66;67;68;66;43;54;52;61;69;87;63;51;53;65;12;7;6
9236;34;62;56;64;57;74;72;68;54;54;66;72;65;62;42;11;7;14
9237;42;53;47;55;44;58;49;59;54;28;74;68;65;57;42;10;11;9
9238;67;57;51;65;60;48;50;54;58;71;71;59;46;29;49;15;8;14
9239;44;68;64;66;67;70;69;75;71;69;58;76;61;55;69;11;11;10
9240;76;54;47;63;75;74;82;72;84;83;60;54;46;29;57;6;5;14
9241;17;26;28;12;15;31;20;32;20;21;37;22;17;12;52;65;60;65
9242;11;34;33;23;14;33;34;29;36;22;69;30;32;27;60;66;71;66
9243;39;59;53;45;38;59;55;56;58;35;72;56;68;69;52;15;16;14
9244;11;33;33;29;12;40;42;42;38;30;64;29;25;9;40;62;64;70
9245;53;70;67;68;66;67;64;71;88;64;47;67;68;62;61;14;7;11
9246;70;58;53;67;66;73;67;76;70;64;71;67;30;20;58;13;13;15
9247;18;29;18;20;18;49;46;34;58;18;61;39;23;20;22;62;63;69
9248;50;60;63;59;52;50;59;61;56;75;72;71;73;56;40;11;7;11
9249;58;67;69;68;66;70;65;65;70;61;58;70;48;58;62;7;6;14
9250;61;65;59;64;66;72;75;56;70;58;33;71;35;22;68;15;7;14
9251;27;60;60;58;49;72;82;72;64;64;73;87;73;68;52;15;6;15
9252;20;62;59;59;45;38;33;56;61;39;74;71;68;66;47;6;13;16
9253;32;65;62;67;69;79;79;85;86;59;83;77;66;68;57;11;15;7
9254;50;58;54;54;52;64;65;62;61;53;72;71;60;64;34;8;12;15
9255;41;61;65;54;52;71;68;60;70;49;83;62;71;62;40;13;11;11
9256;17;44;24;46;25;57;59;47;53;36;73;61;55;72;32;13;11;10
9257;60;71;43;72;65;71;69;58;51;55;50;60;29;22;70;10;12;19
9258;68;65;51;67;57;46;32;38;30;69;70;69;45;37;67;12;11;12
9259;53;63;69;69;66;76;72;67;66;67;72;82;72;61;60;10;11;7
9260;58;68;61;67;66;65;64;73;72;65;79;67;59;63;72;9;16;16
9261;18;28;27;20;11;47;41;40;38;17;55;44;25;25;59;67;62;63
9262;67;54;36;63;58;62;66;65;63;62;70;61;74;37;55;6;13;15
9263;46;71;59;61;59;69;82;72;70;60;74;74;71;64;48;7;8;12
9264;33;62;65;54;45;60;62;71;53;35;58;80;58;63;35;7;8;6
9265;66;63;48;62;73;78;85;68;60;73;53;67;44;22;54;11;8;9
9266;59;63;65;68;69;68;73;82;68;60;56;70;59;34;65;10;7;9
9267;59;72;68;68;62;33;33;60;91;70;60;50;74;63;64;9;10;7
9268;70;61;59;73;69;77;74;78;91;68;53;50;42;24;60;8;13;11
9269;37;65;62;63;66;74;65;64;65;50;76;75;68;62;63;9;10;9
9270;59;66;63;67;64;69;71;66;64;74;63;73;58;68;62;16;10;9
9271;49;66;69;68;62;76;76;78;78;68;86;79;68;57;61;12;8;14
9272;59;59;48;64;67;82;77;81;62;61;83;63;30;13;55;16;16;9
9273;50;64;60;63;53;66;63;65;61;63;70;68;75;63;54;14;13;16
9274;64;68;62;69;72;78;76;69;72;62;68;63;46;24;52;8;8;11
9275;17;43;42;41;34;46;52;51;59;31;82;54;71;65;37;12;8;6
9276;18;35;32;31;25;45;48;44;31;21;65;30;25;25;57;64;65;68
9277;64;61;58;70;73;75;72;73;74;65;49;56;41;46;60;10;11;11
9278;27;58;57;64;61;73;72;71;70;61;76;75;80;61;61;13;6;15
9279;24;59;52;53;41;37;36;55;49;48;78;54;82;62;31;14;12;10
9280;39;66;66;62;61;64;65;53;54;67;66;90;65;62;58;13;15;15
9281;62;63;62;70;64;67;62;82;84;58;82;65;59;66;67;12;14;5
9282;68;56;32;67;61;68;73;70;70;66;70;74;44;15;40;5;12;8
9283;5;24;22;15;11;33;15;29;41;23;67;18;26;13;44;60;68;69
9284;58;68;65;67;56;67;67;58;66;67;76;68;69;66;68;8;11;11
9285;65;63;61;64;64;73;77;76;75;63;89;76;50;49;59;16;11;9
9286;16;24;20;17;18;62;63;32;61;18;58;41;22;19;29;66;62;68
9287;56;62;64;70;77;53;66;68;62;69;46;55;31;44;76;7;9;14
9288;30;64;29;66;35;41;48;47;59;38;71;51;62;66;25;11;10;10
9289;8;25;18;11;10;28;32;32;47;26;64;21;22;10;53;64;59;70
9290;62;62;62;70;67;74;73;71;68;60;61;62;38;31;65;7;14;9
9291;38;73;68;71;64;64;68;63;67;77;64;38;72;63;48;5;14;7
9292;12;13;34;22;17;62;45;56;23;20;61;37;32;13;50;64;70;64
9293;48;68;65;70;69;75;73;79;83;58;86;91;65;54;64;10;10;6
9294;32;53;45;49;32;34;38;55;56;50;84;51;68;62;35;14;9;8
9295;50;48;49;56;51;55;64;35;45;56;56;62;71;69;38;8;16;11
9296;29;63;61;58;36;47;55;53;48;54;51;65;68;62;56;9;16;12
9297;14;29;27;18;17;40;40;38;54;20;59;29;25;22;15;64;62;69
9298;30;60;49;62;47;50;54;58;52;31;70;68;53;63;32;11;11;9
9299;59;66;64;64;64;71;75;76;66;70;77;76;78;50;66;11;15;14
9300;66;56;35;64;57;47;58;49;49;72;68;61;60;32;54;11;7;6
9301;27;58;51;57;38;55;57;64;57;55;80;60;77;64;45;12;12;7
9302;11;36;32;24;11;50;51;52;58;23;67;22;21;23;58;66;68;66
9303;59;63;60;63;65;85;76;75;77;66;57;67;65;52;62;16;12;16
9304;40;67;63;57;49;41;47;40;42;65;57;72;70;65;51;10;12;14
9305;26;58;35;44;41;50;60;31;39;40;61;64;65;59;28;14;13;10
9306;51;59;62;60;62;72;75;77;60;62;79;86;61;60;58;9;12;9
9307;61;55;42;58;55;45;57;51;38;75;48;58;70;35;52;8;8;8
9308;15;32;18;27;21;48;43;30;54;21;51;38;19;14;18;63;58;71
9309;53;67;65;70;66;59;65;58;64;59;66;60;70;66;70;7;7;11
9310;31;64;56;65;69;75;78;64;74;64;64;72;71;60;52;6;12;7
9311;28;64;52;66;63;74;72;70;70;56;73;71;67;62;58;11;10;8
9312;46;64;55;63;64;67;71;64;71;59;69;78;62;63;50;16;14;16
9313;50;60;55;60;59;72;73;55;57;55;62;62;50;66;41;7;11;13
9314;66;65;54;66;65;84;78;77;86;65;89;76;52;33;62;11;6;12
9315;26;53;34;50;35;55;53;43;49;34;50;62;71;63;30;12;15;10
9316;17;45;37;52;32;62;70;43;48;46;68;62;68;60;26;13;8;11
9317;67;48;29;63;60;58;64;55;43;65;58;64;66;21;45;15;6;8
9318;65;66;40;68;76;62;61;69;70;64;72;56;68;50;61;13;9;10
9319;17;40;26;18;12;38;48;60;48;22;72;41;28;13;33;61;55;69
9320;69;57;52;65;67;72;71;63;66;71;64;64;29;19;62;8;14;16
9321;37;57;52;61;58;69;68;71;71;33;76;77;53;67;49;9;10;7
9322;56;67;66;70;67;76;48;68;60;67;69;73;80;61;68;14;6;14
9323;48;64;65;57;50;62;67;70;59;69;71;82;77;64;61;14;15;8
9324;10;25;21;23;16;34;42;37;40;25;42;30;23;21;45;66;64;63
9325;56;65;59;68;69;76;72;82;92;58;53;47;44;32;62;13;8;9
9326;60;69;65;65;66;72;64;69;69;60;59;67;62;52;66;7;10;13
9327;39;53;45;48;47;43;45;56;59;59;85;55;75;63;55;8;9;6
9328;32;44;41;59;51;70;67;73;64;71;61;83;74;72;52;14;10;13
9329;66;55;48;66;60;76;78;75;62;75;51;83;58;32;57;10;7;14
9330;62;64;40;62;58;70;68;57;40;64;81;49;41;23;57;9;13;15
9331;16;27;24;19;16;38;40;37;33;20;52;33;25;15;36;66;67;68
9332;47;64;62;53;52;41;49;59;65;63;74;83;90;65;56;11;7;16
9333;57;68;53;66;67;84;81;73;74;61;58;69;41;24;59;8;14;6
9334;33;66;63;65;64;69;72;64;79;35;63;65;53;64;49;13;12;11
9335;34;68;63;67;60;66;67;55;78;36;58;69;59;63;55;8;11;14
9336;21;62;53;55;49;55;59;73;54;27;74;63;61;60;47;12;6;5
9337;65;55;45;68;61;72;75;66;60;65;77;63;63;39;52;14;12;12
9338;20;35;29;38;24;61;66;56;60;41;85;63;68;64;31;7;7;10
9339;57;70;73;66;58;74;64;69;74;51;72;76;44;66;62;7;7;8
9340;43;74;70;65;64;56;61;63;73;56;73;57;67;62;48;13;9;12
9341;66;59;47;69;52;38;49;35;71;70;49;77;66;17;62;7;15;16
9342;53;67;65;64;69;71;73;70;90;65;84;70;80;63;50;11;7;14
9343;66;57;43;68;63;71;75;68;49;64;64;59;39;26;51;13;10;7
9344;60;60;47;72;68;71;80;67;58;72;70;65;68;19;54;9;6;12
9345;61;55;45;59;63;72;77;45;42;75;69;70;72;35;58;11;10;5
9346;59;65;57;60;61;75;78;88;65;73;57;86;51;31;69;7;7;7
9347;41;66;62;62;60;69;70;56;60;69;70;77;72;67;60;5;15;14
9348;63;66;48;66;65;83;85;69;76;70;79;65;54;43;49;9;12;12
9349;54;68;57;61;69;76;70;62;75;59;71;60;65;66;57;13;10;10
9350;42;57;57;48;34;29;30;30;28;76;29;67;86;70;49;7;10;6
9351;68;58;47;68;67;83;75;80;77;67;79;54;67;23;59;9;10;12
9352;33;55;53;56;37;54;55;49;48;62;68;82;94;60;44;10;8;9
9353;49;64;61;66;68;77;72;71;72;54;73;67;28;18;71;11;14;9
9354;57;71;66;74;80;75;72;83;77;65;60;68;60;45;66;7;14;11
9355;25;49;30;41;30;45;57;46;48;41;68;67;58;61;43;15;10;9
9356;40;66;66;60;60;69;64;62;58;68;75;70;77;64;60;16;13;13
9357;62;64;59;67;69;79;77;72;76;59;64;72;22;27;55;8;8;13
9358;54;68;62;64;65;73;72;73;75;70;79;78;71;65;64;8;9;8
9359;35;58;50;58;59;84;83;73;85;68;80;69;61;64;54;15;11;7
9360;63;67;62;67;69;52;52;67;71;64;45;52;65;33;72;10;9;7
9361;53;61;54;65;70;87;79;90;93;62;40;76;47;51;61;7;6;14
9362;60;62;56;66;68;79;77;85;90;60;61;67;50;37;64;9;10;9
9363;49;67;63;68;70;77;68;74;77;65;66;76;49;49;64;7;8;9
9364;58;60;47;60;68;91;90;87;73;54;65;77;34;40;63;7;10;16
9365;41;66;63;66;67;53;53;61;74;54;71;68;67;62;51;6;16;15
9366;29;67;30;55;50;44;51;67;67;32;71;61;71;72;30;12;14;6
9367;48;67;57;72;73;87;89;79;78;62;53;74;61;56;61;8;8;6
9368;46;60;58;60;56;67;63;59;60;60;61;64;69;66;55;7;16;6
9369;65;66;56;67;71;74;63;75;72;67;69;56;39;23;62;15;15;13
9370;25;54;53;52;32;32;32;50;54;38;32;65;69;67;29;16;6;10
9371;28;53;37;47;41;55;62;61;57;46;69;60;70;65;32;9;6;9
9372;68;64;55;66;58;70;71;68;58;69;76;75;65;44;40;14;8;12
9373;62;61;54;58;54;75;71;69;69;64;85;69;88;29;59;15;12;15
9374;31;62;54;59;62;86;89;75;73;48;76;80;66;61;59;13;12;10
9375;63;63;54;63;70;79;76;77;77;67;58;69;38;31;56;14;11;8
9376;65;62;44;57;63;85;78;68;72;70;84;81;74;33;46;16;8;13
9377;65;57;31;66;58;69;71;66;52;56;72;65;83;30;59;7;8;11
9378;47;63;59;60;58;69;73;64;76;67;78;84;57;58;57;7;10;6
9379;27;59;50;56;61;79;79;78;75;28;53;81;65;61;43;15;9;14
9380;55;65;69;66;62;65;78;66;82;70;70;67;67;58;71;15;10;8
9381;68;52;38;57;60;87;85;76;74;78;82;67;53;35;55;7;11;13
9382;61;65;39;68;68;91;93;92;90;60;84;64;35;32;50;12;10;9
9383;22;59;61;57;52;66;71;59;60;38;71;70;70;64;29;9;14;12
9384;45;66;57;63;65;63;61;50;57;63;65;76;68;66;60;6;14;7
9385;60;62;51;70;67;81;78;87;81;60;80;72;38;39;58;14;6;8
9386;60;57;49;68;67;87;76;74;65;64;82;58;70;42;60;15;10;7
9387;49;66;62;67;67;66;72;73;72;58;76;77;69;60;64;13;9;11
9388;44;70;63;61;52;64;58;59;61;65;70;77;63;65;56;10;16;15
9389;58;66;65;66;67;75;76;74;78;63;78;73;61;62;69;11;7;13
9390;63;60;53;62;68;78;81;76;75;64;57;62;54;48;61;6;8;11
9391;62;65;63;63;64;71;68;80;65;66;61;69;40;54;63;6;16;15
9392;57;68;65;65;67;74;72;82;70;74;59;67;60;64;70;11;13;8
9393;41;69;67;67;68;54;65;59;70;52;68;70;78;63;59;7;7;10
9394;66;65;50;67;66;75;69;75;75;70;57;75;48;39;63;15;12;9
9395;67;58;45;65;64;76;75;73;71;61;63;61;51;25;64;6;14;5
9396;27;66;68;54;48;52;57;52;56;54;72;70;71;64;51;8;12;14
9397;68;61;43;67;66;72;75;76;74;62;48;63;48;26;61;13;14;13
9398;30;58;57;60;58;70;70;64;49;55;65;80;75;65;35;10;6;13
9399;38;63;65;57;37;39;45;46;29;55;42;63;63;65;45;9;13;12
9400;58;59;54;63;67;90;92;92;91;62;75;73;56;34;52;11;15;15
9401;59;65;48;69;68;87;86;88;80;44;87;67;21;12;63;10;9;12
9402;39;56;60;54;46;62;73;67;66;49;77;74;74;63;46;10;9;9
9403;52;69;70;66;51;63;68;69;69;73;65;85;59;63;67;8;9;8
9404;45;65;60;58;53;64;61;70;73;75;75;71;77;68;64;7;16;6
9405;13;23;16;22;14;33;33;48;43;17;59;34;21;14;48;60;55;68
